Loan Status,Number of Dependents,Education,Self Employed,Income per Annum,Loan Amount,Loan Term,Cibil Score,Residential Assets Value,Commercial Assets Value,Luxury Assets Value,Bank Asset Value
0,5,1,1,3900000,9000000,8,340,4900000,6800000,9000000,5200000
0,2,1,1,4900000,12200000,18,353,7000000,200000,14400000,3600000
0,2,0,0,4500000,14500000,18,498,7900000,200000,13500000,4800000
0,3,0,0,3700000,10900000,16,301,7800000,2300000,9600000,3400000
0,4,1,1,2600000,9400000,18,481,2700000,4400000,8600000,2400000
0,5,0,1,8800000,23100000,16,531,20800000,2600000,22100000,8000000
0,2,0,0,7500000,15400000,8,332,8300000,3100000,23700000,5400000
0,3,0,1,5500000,19300000,10,344,14400000,1300000,12400000,6600000
0,3,1,1,4200000,15400000,8,362,9900000,5300000,15500000,5600000
0,5,1,1,6900000,18600000,18,307,3500000,4800000,25300000,4200000
0,5,1,0,9900000,24600000,2,530,24200000,12800000,20400000,13000000
0,5,1,0,6700000,17700000,6,482,3200000,10400000,18500000,5700000
0,0,1,1,8100000,17600000,16,384,15200000,13300000,31700000,10200000
0,5,1,0,1600000,4000000,18,529,300000,1200000,5300000,2000000
0,5,0,1,4300000,14100000,12,532,12600000,5700000,12000000,4600000
0,2,1,0,3200000,6300000,10,339,300000,4900000,7300000,2700000
0,0,0,0,1600000,4500000,18,463,100000,2000000,4100000,1800000
0,1,1,0,7500000,16000000,10,541,16300000,4500000,22400000,5100000
0,4,0,1,6700000,18400000,10,371,1900000,1400000,15700000,4400000
0,5,1,0,5800000,13700000,6,369,10500000,2700000,12100000,3000000
0,0,1,1,9400000,30700000,10,477,17400000,900000,27500000,6200000
0,0,1,1,9300000,25000000,14,362,14900000,16100000,32300000,11000000
0,3,0,0,900000,1900000,12,547,2400000,400000,3000000,400000
0,1,1,1,7800000,16200000,2,335,4900000,7900000,28700000,6400000
0,0,1,0,7900000,28600000,18,541,400000,3900000,22300000,6700000
0,4,1,0,5300000,15800000,2,527,3800000,5200000,19700000,3900000
0,5,1,0,6600000,20100000,18,348,6900000,2500000,22500000,7200000
0,3,1,0,6300000,17000000,16,388,11700000,2100000,16100000,3200000
0,5,0,0,500000,1500000,6,433,-100000,700000,1900000,700000
0,0,0,0,4500000,17100000,8,303,7400000,8200000,17400000,4200000
0,0,1,0,8600000,29000000,18,481,21200000,2600000,27700000,5400000
0,2,1,0,400000,1300000,16,507,200000,200000,1500000,300000
0,0,0,0,1800000,5700000,20,392,3800000,2400000,3500000,1400000
0,0,0,0,7300000,21600000,2,479,17900000,12300000,15900000,7500000
0,2,1,0,8400000,32100000,20,328,16300000,4600000,19500000,8000000
0,1,0,0,6200000,21100000,10,467,15600000,10500000,23500000,5300000
0,0,1,1,200000,700000,10,587,-100000,100000,500000,100000
0,3,0,1,8000000,24400000,14,399,19100000,5400000,20600000,11600000
0,3,0,1,4900000,12700000,8,409,2000000,2500000,19300000,4700000
0,4,0,0,9500000,21300000,18,353,22900000,2300000,21400000,11100000
0,5,1,1,4500000,11600000,20,306,4800000,1900000,11900000,5700000
0,2,1,1,5900000,14200000,12,499,9200000,11600000,20200000,4400000
0,4,1,0,4200000,14600000,6,324,6300000,5900000,11700000,3000000
0,4,0,0,7200000,17700000,6,338,9900000,9300000,27800000,7200000
0,4,1,1,2900000,8300000,10,318,8700000,4100000,10900000,2100000
0,4,1,1,5300000,12000000,10,329,15300000,9300000,17300000,6100000
0,4,0,0,400000,900000,18,339,700000,200000,800000,200000
0,0,1,1,900000,3500000,6,331,2400000,1400000,3500000,1100000
0,1,0,0,2400000,7600000,12,372,5700000,4400000,6600000,1400000
0,4,0,0,3900000,10600000,20,544,4100000,3100000,10900000,4900000
0,2,0,0,400000,1000000,6,425,800000,300000,800000,200000
0,2,0,1,1700000,5100000,18,321,2000000,2800000,5100000,1500000
0,5,1,1,7300000,19600000,10,373,10400000,4700000,19500000,10600000
0,4,1,0,6200000,12400000,20,547,14200000,10800000,17200000,8000000
0,1,0,0,4100000,15800000,12,431,9700000,7300000,15200000,5700000
0,4,1,1,9200000,29400000,14,517,4900000,0,33500000,10100000
0,3,0,1,7000000,15400000,20,315,19900000,7600000,16400000,5900000
0,4,0,0,3900000,8800000,14,527,4600000,4900000,14900000,3100000
0,3,1,0,8600000,23600000,4,324,13800000,3800000,28500000,4300000
0,2,0,1,3800000,10000000,12,516,2400000,4200000,14200000,5100000
0,5,1,1,6900000,18300000,4,402,12600000,13100000,23200000,6100000
0,1,1,1,3700000,12400000,12,330,3400000,1000000,10400000,2800000
0,5,0,1,3300000,7800000,8,310,3000000,3900000,8300000,4200000
0,4,0,0,5800000,14200000,20,535,10200000,4000000,21100000,3400000
0,1,1,1,7400000,29500000,16,323,10000000,4400000,29400000,8100000
0,0,0,1,3300000,9600000,8,465,6100000,700000,9700000,2000000
0,4,1,1,5300000,10700000,12,547,1000000,10200000,11600000,5700000
0,3,1,0,5900000,14400000,10,408,2400000,5100000,23000000,3700000
0,2,0,0,5400000,11900000,6,303,15000000,9200000,15400000,6900000
0,0,1,0,9800000,34800000,14,497,3000000,2200000,23800000,9600000
0,4,0,1,3800000,8200000,4,309,10900000,3900000,10200000,3300000
0,3,1,1,2500000,7100000,6,420,3800000,3300000,8700000,3000000
0,1,1,0,1900000,6000000,20,540,1100000,1400000,4300000,1300000
0,1,1,1,3100000,9200000,16,374,2400000,3500000,7100000,3500000
0,4,1,0,4500000,9900000,10,509,11100000,3100000,12200000,2700000
0,2,1,0,6900000,18200000,20,396,15600000,4300000,22900000,5400000
0,1,0,1,5600000,21100000,10,459,9700000,1400000,13900000,8100000
0,4,1,0,3800000,8500000,10,416,6200000,4800000,14900000,4100000
0,3,1,0,3200000,8200000,8,311,4900000,5600000,10700000,1600000
0,1,0,1,4300000,9400000,6,543,7400000,5200000,14800000,4200000
0,4,0,1,8100000,19400000,6,346,7800000,9300000,29300000,4500000
0,2,1,0,9400000,23100000,4,488,20100000,3500000,28600000,10900000
0,3,0,1,8000000,25600000,6,337,8800000,500000,18900000,9800000
0,1,1,0,4700000,9300000,8,515,1000000,4700000,14600000,5700000
0,2,0,1,6600000,17000000,2,457,100000,1800000,23300000,6700000
0,2,1,0,8200000,27200000,10,425,11400000,4900000,29300000,4500000
0,0,1,0,9200000,36500000,14,522,10500000,5300000,22400000,13200000
0,4,0,1,9100000,33000000,8,543,15700000,14400000,19500000,11200000
0,5,1,0,8900000,35500000,16,480,17200000,11300000,25200000,4900000
0,2,1,1,5400000,14300000,14,477,10200000,700000,11100000,5500000
0,0,0,0,8400000,19600000,18,530,17000000,3600000,24200000,12300000
0,4,0,0,1700000,5600000,8,395,2700000,800000,3500000,2400000
0,3,0,1,8800000,25100000,8,473,17200000,600000,24400000,12400000
0,0,1,1,1000000,3200000,8,304,500000,600000,3700000,700000
0,1,0,0,4600000,13900000,8,520,13300000,6400000,9800000,2200000
0,0,0,0,8100000,26500000,20,342,5800000,5600000,23700000,5800000
0,1,1,1,4900000,15200000,10,429,5700000,7300000,14400000,3300000
0,3,1,1,6100000,18100000,14,538,11800000,4200000,16200000,7500000
0,3,0,0,4500000,16400000,6,533,1800000,5600000,12200000,3900000
0,2,1,1,2900000,7300000,8,394,7700000,2600000,7700000,4000000
0,5,0,1,7700000,15500000,8,407,6500000,9100000,26300000,4600000
0,0,0,0,5600000,19300000,18,544,6400000,2800000,19900000,6400000
0,5,1,0,9000000,18000000,18,509,24600000,5200000,20000000,6100000
0,4,0,1,6400000,18400000,16,320,17700000,3600000,13900000,8300000
0,4,1,0,6900000,14700000,2,496,12000000,7000000,15500000,4000000
0,3,1,0,2200000,6400000,2,318,1400000,2100000,4300000,1500000
0,2,1,0,4500000,9600000,16,404,1800000,6000000,17000000,2700000
0,0,1,0,4100000,15400000,16,304,3000000,5200000,16200000,3100000
0,5,1,1,7100000,15500000,4,474,7600000,9000000,22400000,9400000
0,4,1,1,4900000,10200000,18,370,10900000,2200000,13700000,6600000
0,5,1,0,500000,1200000,12,454,1400000,500000,1000000,300000
0,0,1,1,5900000,15200000,16,399,15200000,3200000,12200000,6500000
0,2,0,1,8500000,26900000,6,538,21300000,16400000,21500000,4600000
0,5,0,0,1800000,5400000,14,347,3800000,1300000,4900000,1700000
0,2,1,0,6800000,22600000,20,393,2100000,2200000,20300000,8200000
0,1,0,1,9500000,30500000,12,430,5400000,8000000,30800000,10500000
0,2,0,0,7000000,25700000,18,374,3400000,13700000,14900000,4500000
0,0,0,0,3400000,10800000,6,439,5300000,1400000,11600000,1900000
0,0,0,1,7000000,24600000,6,542,6400000,2600000,24500000,4700000
0,0,0,0,6400000,14200000,2,512,1600000,9200000,23100000,3500000
0,3,0,0,3400000,8100000,12,385,6100000,4000000,10700000,4000000
0,0,0,1,7000000,20900000,20,380,11800000,10800000,21100000,6200000
0,2,1,0,4600000,14800000,6,410,12900000,6800000,16100000,5800000
0,5,1,0,5900000,13800000,14,397,12400000,600000,20400000,3000000
0,2,1,0,600000,2100000,16,425,900000,500000,2300000,300000
0,5,1,1,6400000,23900000,6,406,14700000,12400000,25400000,4300000
0,5,1,1,3200000,7600000,4,489,5000000,2900000,10600000,1900000
0,3,1,0,5600000,20600000,6,487,6400000,9700000,20200000,4100000
0,4,1,1,7300000,18300000,8,434,10000000,2900000,26800000,6700000
0,4,0,0,3300000,7000000,20,504,8200000,3200000,7300000,2500000
0,5,1,0,6600000,21400000,10,447,12700000,11100000,20200000,6400000
0,2,1,0,5800000,21700000,8,354,12500000,2300000,12200000,6800000
0,3,0,0,5700000,15400000,16,424,4700000,3000000,16400000,5600000
0,5,1,0,6300000,20500000,14,515,4300000,3600000,18300000,9100000
0,4,1,1,9600000,19900000,6,319,3200000,16500000,28100000,6600000
0,1,0,1,1000000,3900000,16,360,2500000,300000,2100000,600000
0,5,1,1,7200000,27100000,12,535,8400000,12800000,28100000,4800000
0,4,0,1,9300000,24600000,16,419,18100000,0,26700000,5100000
0,0,1,0,7600000,19700000,12,545,4300000,5200000,29500000,7300000
0,0,1,0,3500000,12300000,16,479,9700000,6000000,7900000,4700000
0,1,1,1,300000,1000000,14,324,100000,100000,1100000,100000
0,4,0,1,2800000,8400000,10,521,1500000,1200000,9100000,3700000
0,5,0,1,4900000,15900000,8,505,12400000,4900000,14900000,6100000
0,4,0,0,600000,1700000,12,436,400000,0,1700000,700000
0,0,1,0,1800000,5800000,18,348,2900000,700000,6700000,1000000
0,3,0,0,4300000,12600000,18,482,9300000,900000,13200000,6100000
0,5,0,0,5200000,13700000,16,531,8800000,4500000,15700000,2900000
0,1,0,1,2400000,8800000,18,414,3600000,2200000,7100000,2500000
0,4,1,1,5800000,15800000,14,528,6300000,100000,21400000,8700000
0,2,0,0,4100000,16200000,6,546,3500000,3100000,15100000,3700000
0,1,0,1,5300000,18900000,16,361,300000,5000000,11900000,5500000
0,3,0,0,3300000,9300000,12,324,5300000,2600000,7500000,2000000
0,4,1,1,2500000,9000000,10,394,6700000,2000000,7300000,3000000
0,5,0,0,1000000,2300000,16,423,1700000,700000,2900000,1400000
0,5,1,1,6200000,12800000,2,539,5600000,9800000,22300000,4800000
0,2,1,1,7000000,19000000,6,523,5300000,9300000,25800000,9500000
0,0,0,1,1800000,3700000,2,505,3900000,2400000,4500000,1400000
0,0,1,1,2300000,7900000,10,430,6600000,2800000,8100000,1900000
0,1,0,0,8900000,24000000,6,380,16500000,7400000,27700000,7500000
0,4,1,1,7900000,26900000,14,446,17900000,7300000,16500000,8200000
0,5,1,1,6700000,20200000,8,406,6900000,4900000,15300000,7100000
0,1,0,1,5300000,14600000,20,508,11200000,2800000,17000000,4600000
0,0,0,1,8700000,18700000,10,346,1200000,1800000,30700000,8200000
0,5,1,0,8200000,18500000,4,394,9600000,5700000,27400000,11100000
0,0,0,1,3700000,9700000,12,501,2600000,6600000,9200000,4600000
0,5,0,0,9200000,18900000,10,521,8300000,14500000,23400000,6900000
0,3,1,0,7200000,27900000,12,473,21100000,8800000,27800000,8700000
0,5,1,0,8000000,23100000,20,461,5900000,2400000,29300000,7200000
0,0,0,1,4300000,15600000,18,440,6200000,1300000,10000000,4700000
0,3,0,1,5800000,13600000,12,321,1700000,3300000,22300000,3400000
0,3,1,1,1000000,2300000,10,303,1000000,400000,2500000,1000000
0,0,1,1,7500000,16600000,14,440,17200000,14500000,24100000,10300000
0,3,0,0,9100000,19700000,20,437,6300000,13700000,23700000,12900000
0,2,0,0,200000,800000,6,338,100000,0,400000,100000
0,3,1,1,4100000,10600000,14,475,5400000,4300000,13900000,4500000
0,3,0,0,7800000,17700000,6,403,12600000,3700000,24700000,10000000
0,2,0,0,900000,2000000,14,337,1700000,0,2100000,600000
0,5,1,1,9700000,30100000,12,434,19600000,17900000,21000000,6900000
0,2,1,1,8400000,32600000,10,384,13900000,1600000,21600000,7000000
0,4,1,0,7900000,29900000,8,314,22000000,4600000,26000000,8100000
0,1,1,1,7100000,20800000,20,437,9600000,7300000,24700000,8800000
0,1,1,1,8700000,31700000,12,525,7800000,10200000,30300000,6100000
0,0,0,0,2000000,4800000,20,337,1300000,2200000,5500000,1700000
0,4,1,1,8600000,27900000,8,458,22400000,1800000,34000000,11700000
0,2,1,1,2300000,5400000,8,364,4500000,500000,7000000,2000000
0,2,0,1,9600000,29800000,16,499,28500000,6300000,31800000,7400000
0,4,1,1,9000000,30400000,20,532,21000000,7400000,30500000,13100000
0,1,1,0,5700000,15500000,8,544,10500000,8700000,20900000,7000000
0,5,1,0,6100000,20700000,20,482,9400000,2000000,16900000,5900000
0,1,1,0,6000000,21200000,12,549,17900000,8200000,16900000,6200000
0,4,0,0,2000000,4800000,8,302,1500000,800000,4000000,2600000
0,3,1,0,4100000,15300000,6,440,7500000,5100000,8200000,2000000
0,4,1,1,9500000,22600000,14,433,10000000,900000,23100000,13400000
0,0,1,0,9200000,22500000,10,317,14200000,17400000,28500000,10700000
0,2,1,0,3900000,14700000,16,360,2600000,200000,8300000,2900000
0,4,1,0,2000000,4300000,8,373,2000000,2700000,7700000,2200000
0,5,1,0,6300000,14600000,8,469,13300000,10100000,24500000,3800000
0,3,0,1,4100000,10900000,8,548,8800000,5200000,13200000,4300000
0,5,0,0,2200000,8100000,4,409,300000,0,4900000,2400000
0,2,0,1,8300000,20600000,10,504,100000,900000,33200000,6700000
0,3,1,1,6100000,21600000,16,428,2900000,6100000,15100000,7200000
0,4,1,1,3900000,13300000,20,453,9800000,500000,12300000,4700000
0,3,1,1,8900000,35400000,14,404,22300000,7700000,26400000,5900000
0,1,0,1,9500000,28700000,16,526,24600000,4900000,31800000,6600000
0,2,0,1,5100000,13300000,14,313,5900000,7900000,18000000,3900000
0,0,1,1,200000,300000,18,520,100000,300000,600000,100000
0,3,1,1,8700000,33600000,14,314,7700000,10000000,21700000,6200000
0,4,1,0,7800000,17300000,4,394,3600000,13100000,24300000,7200000
0,1,1,0,3200000,8800000,4,405,1000000,2600000,10700000,3400000
0,5,0,1,9200000,28100000,10,448,22300000,3300000,33200000,10700000
0,2,0,1,4700000,13700000,6,506,1300000,7900000,16700000,3500000
0,5,1,0,7300000,17200000,2,345,6100000,8400000,23200000,4900000
0,4,0,0,8300000,23300000,20,398,18500000,11500000,17100000,9900000
0,5,0,1,4100000,9600000,2,307,8800000,7800000,8500000,3100000
0,1,0,0,9300000,27500000,6,364,12200000,13800000,25300000,10800000
0,4,0,0,9700000,26200000,4,518,26200000,0,22500000,14000000
0,0,1,1,6900000,26800000,20,515,10800000,2500000,16700000,8300000
0,2,0,1,3800000,12400000,8,340,1800000,2600000,9700000,2600000
0,3,0,1,600000,1700000,14,521,0,1000000,1700000,600000
0,2,0,1,1200000,2900000,12,330,400000,1600000,3800000,600000
0,1,0,0,2800000,9100000,12,436,3600000,500000,7800000,3600000
0,1,0,0,7800000,21300000,10,326,22800000,10700000,18500000,4500000
0,4,1,0,5100000,16100000,14,436,11400000,2700000,13100000,6700000
0,0,0,0,6000000,22900000,16,302,12200000,6500000,17700000,7100000
0,2,0,0,8400000,23200000,16,476,15200000,5400000,18700000,8600000
0,2,1,0,9300000,22000000,14,393,4300000,3800000,28400000,13900000
0,0,1,0,4200000,10300000,10,506,9300000,4500000,12400000,6000000
0,3,1,0,9600000,37800000,10,418,6700000,5500000,34900000,11300000
0,3,1,0,2400000,5900000,2,425,1100000,500000,7400000,2500000
0,0,0,0,3900000,11300000,12,305,5000000,5900000,8800000,2100000
0,5,1,1,9600000,20600000,6,456,17300000,11000000,21700000,11600000
0,4,1,0,7600000,29800000,20,361,13800000,5800000,15300000,5900000
0,4,0,1,6700000,24700000,6,498,12900000,700000,18800000,8400000
0,2,1,1,4800000,17500000,20,381,400000,6900000,13400000,7000000
0,5,1,1,6100000,14400000,16,400,9200000,2800000,23800000,5600000
0,5,0,1,4100000,12400000,8,309,8200000,1000000,13000000,3300000
0,4,1,1,1200000,3100000,16,348,1200000,2200000,3500000,1700000
0,1,1,1,8400000,19700000,6,476,24700000,16500000,31800000,12100000
0,2,1,0,2500000,7000000,20,547,800000,1200000,5200000,2300000
0,5,1,0,1100000,4000000,16,498,400000,100000,2300000,700000
0,0,0,1,8200000,31500000,8,403,11500000,8800000,19000000,6100000
0,1,0,0,1500000,6000000,6,507,2600000,2700000,4800000,1900000
0,5,0,0,3700000,9100000,18,368,3400000,2400000,8400000,3300000
0,1,1,0,4900000,18100000,8,382,13600000,400000,15500000,2400000
0,3,1,1,2300000,8000000,14,472,4400000,3300000,7700000,1800000
0,2,1,1,2700000,6400000,18,547,5000000,1700000,9200000,1700000
0,5,0,0,200000,600000,16,396,0,0,500000,200000
0,3,1,0,4700000,10800000,8,527,13300000,3100000,13600000,4800000
0,2,0,0,5500000,19600000,16,328,2400000,4800000,10900000,3700000
0,4,1,0,5600000,15600000,12,470,9900000,10700000,14600000,7000000
0,5,0,0,9100000,27800000,16,547,21900000,7000000,31900000,9400000
0,4,1,0,7300000,14900000,2,358,13600000,12300000,20400000,7300000
0,3,1,0,500000,1700000,10,509,400000,300000,1400000,300000
0,5,1,1,2100000,7100000,10,517,1200000,2900000,5400000,1400000
0,1,0,1,5700000,20100000,14,442,11700000,7300000,17900000,6500000
0,1,0,1,1100000,2700000,16,346,1900000,300000,2200000,800000
0,1,1,1,7000000,25600000,6,420,15100000,11500000,15300000,8700000
0,3,1,1,4700000,13200000,12,440,4000000,3300000,16600000,4300000
0,0,1,0,2500000,7800000,8,437,5800000,0,5800000,3300000
0,1,0,1,400000,1400000,12,468,700000,0,1500000,400000
0,0,0,1,2400000,9100000,8,368,2200000,200000,5600000,3300000
0,1,1,1,4000000,12100000,12,356,10500000,2500000,15600000,5000000
0,2,0,0,1400000,2900000,12,490,600000,1600000,5500000,1300000
0,2,1,1,1800000,5500000,6,448,2900000,300000,5600000,1300000
0,0,1,1,1000000,3100000,6,525,1900000,1700000,2800000,1400000
0,1,1,0,7400000,19200000,20,415,2200000,4800000,29200000,7000000
0,5,1,0,2700000,10600000,16,496,800000,2900000,9700000,2400000
0,1,0,1,3600000,13100000,8,543,2900000,100000,9900000,2700000
0,5,1,0,7000000,18400000,12,520,4700000,11900000,17000000,3800000
0,4,0,1,5000000,18000000,14,307,5300000,5600000,12800000,3300000
0,2,1,0,1800000,5700000,14,502,1400000,1100000,4400000,1300000
0,2,1,1,4700000,12000000,6,505,3400000,3800000,18000000,2300000
0,1,0,1,700000,1400000,10,523,700000,1100000,1600000,900000
0,0,0,1,3700000,13100000,14,385,10600000,6800000,9200000,4900000
0,3,0,1,9500000,20100000,2,506,16800000,800000,32700000,11000000
0,5,0,0,5000000,10800000,10,345,12300000,5000000,14100000,6300000
0,2,1,0,3600000,12100000,14,408,10100000,4200000,13000000,5400000
0,5,1,0,600000,1300000,14,408,1000000,300000,1600000,900000
0,1,1,1,4900000,16500000,12,439,7500000,1400000,10300000,7200000
0,3,1,1,3000000,7100000,6,415,2000000,5700000,9500000,2500000
0,0,0,1,3800000,10600000,12,490,3300000,6500000,14400000,3100000
0,4,1,0,7800000,25400000,18,425,3000000,14000000,30500000,7200000
0,2,0,0,4900000,16800000,10,480,2200000,8900000,12600000,2700000
0,3,0,1,1100000,3100000,16,356,1300000,100000,3000000,1600000
0,0,0,1,3700000,11300000,6,538,6200000,400000,10400000,5400000
0,2,1,0,7400000,16000000,20,358,16700000,5500000,26800000,4300000
0,2,0,0,3300000,11700000,14,439,4000000,6300000,8300000,1700000
0,2,1,1,4800000,15300000,12,503,3300000,4000000,12000000,4300000
0,1,1,1,8000000,30600000,14,302,12700000,13100000,23900000,6800000
0,0,0,0,4100000,8800000,18,300,10900000,6400000,8600000,3500000
0,0,1,1,2300000,4900000,12,409,3300000,2400000,4700000,3200000
0,5,1,0,300000,900000,6,492,800000,300000,700000,400000
0,0,1,1,7000000,21700000,20,498,6600000,5500000,14700000,3900000
0,4,1,1,2200000,5100000,6,308,3200000,2600000,6600000,3100000
0,3,0,1,4800000,14200000,12,369,3200000,200000,14000000,3000000
0,0,0,1,9600000,19600000,12,500,21500000,700000,37600000,10900000
0,1,0,1,1400000,3300000,18,321,900000,1500000,3000000,700000
0,3,0,0,2700000,10800000,6,480,4400000,0,10300000,3500000
0,3,1,0,3700000,9000000,6,483,9300000,400000,9900000,3600000
0,2,1,0,7900000,17700000,4,402,20900000,11800000,25600000,8400000
0,4,1,1,2100000,7700000,8,493,4300000,400000,4400000,1300000
0,0,1,0,7300000,16100000,2,490,7600000,1400000,21800000,10700000
0,0,0,0,1000000,2200000,12,302,2200000,400000,3700000,1400000
0,0,1,1,2900000,9900000,8,312,1800000,4500000,11200000,3700000
0,5,0,1,6000000,14700000,18,462,15400000,9700000,13800000,3500000
0,4,1,0,600000,1400000,4,507,200000,300000,1700000,400000
0,2,0,1,4100000,11400000,14,505,8100000,7500000,10100000,5500000
0,0,0,1,800000,3200000,8,467,900000,400000,3100000,800000
0,2,0,0,6600000,22900000,16,543,2500000,11000000,26300000,8500000
0,2,1,0,3800000,9400000,16,383,8300000,500000,9200000,2300000
0,5,1,0,5300000,19400000,6,510,14700000,7000000,13600000,3700000
0,1,0,1,1200000,4800000,6,344,2900000,1700000,3200000,1300000
0,0,0,1,8400000,27200000,10,514,2500000,6400000,20100000,7200000
0,3,1,0,4200000,12500000,20,375,1300000,5100000,10900000,2400000
0,0,0,1,9300000,32000000,8,438,24800000,6400000,34900000,12400000
0,5,0,0,6200000,13700000,2,468,3300000,12300000,13900000,5500000
0,5,1,1,9500000,36700000,16,348,3500000,2200000,31600000,11400000
0,1,0,1,3500000,10500000,20,454,8300000,4000000,7600000,2100000
0,4,0,1,6400000,21300000,20,332,3600000,9100000,16200000,8000000
0,1,0,0,9600000,28300000,6,536,18700000,9300000,27300000,6000000
0,2,0,1,6000000,19900000,8,486,12100000,8100000,20100000,6600000
0,0,0,1,8300000,16800000,18,422,8000000,10600000,23300000,11400000
0,1,0,1,5300000,18500000,6,501,6700000,8600000,16600000,4300000
0,3,0,1,8200000,16500000,18,371,19000000,1200000,18500000,8200000
0,5,1,0,3400000,6900000,14,312,1800000,400000,10300000,3800000
0,1,1,0,8200000,24000000,4,366,10900000,15200000,25200000,10400000
0,4,0,0,4200000,11100000,8,526,11600000,200000,16800000,4900000
0,4,1,1,5500000,14800000,10,354,16000000,3400000,21200000,7700000
0,5,1,1,6900000,16500000,6,447,4100000,400000,14100000,6600000
0,2,1,1,8200000,23600000,6,495,23000000,10600000,27200000,6100000
0,3,1,1,7400000,15200000,10,548,16700000,12800000,19300000,4800000
0,3,0,1,5400000,14700000,4,359,12300000,9900000,15100000,6100000
0,1,1,0,6100000,19100000,6,341,5700000,5900000,12400000,6300000
0,1,1,1,6100000,12900000,2,302,8900000,7500000,15600000,7200000
0,2,0,1,7700000,21000000,12,420,16100000,4300000,27400000,10500000
0,4,1,1,4700000,12000000,2,416,5800000,8200000,13000000,6800000
0,0,1,1,5800000,12700000,12,528,8400000,7300000,19600000,7600000
0,4,0,0,8500000,24900000,2,405,1900000,400000,21700000,11400000
0,2,1,1,9400000,37300000,14,383,7800000,15900000,27100000,7700000
0,2,1,0,5300000,19300000,16,368,14700000,400000,11600000,3700000
0,5,0,1,600000,1200000,8,343,100000,700000,1600000,600000
0,2,1,1,2800000,8400000,10,534,8300000,4800000,10600000,1500000
0,1,0,0,2600000,7700000,6,399,3700000,4300000,8900000,3500000
0,2,0,0,2700000,6700000,8,413,7600000,800000,9200000,2300000
0,5,1,1,6300000,13200000,16,321,6700000,4000000,15200000,7100000
0,4,0,1,7700000,23400000,6,400,3900000,3400000,20800000,10700000
0,1,1,0,2900000,7600000,2,358,800000,700000,10100000,2100000
0,3,1,1,6600000,16000000,10,510,1200000,4800000,13300000,6300000
0,4,1,1,7900000,30700000,10,322,10600000,13200000,30300000,6300000
0,0,0,1,2600000,9900000,20,368,3600000,1500000,5200000,2000000
0,0,0,1,1000000,3000000,18,382,2200000,700000,3500000,900000
0,4,1,0,8400000,23400000,12,350,18700000,9100000,27500000,6700000
0,1,1,0,3900000,8000000,6,448,100000,1900000,9800000,4000000
0,4,1,0,7500000,28700000,20,520,4600000,3500000,15200000,5700000
0,1,0,1,5100000,12900000,14,533,6700000,6700000,14400000,3900000
0,5,1,1,6500000,18300000,4,333,8100000,400000,21700000,7000000
0,0,1,1,9600000,20100000,16,427,7200000,2300000,34500000,7400000
0,2,0,0,4000000,8100000,16,312,3500000,2100000,15100000,3100000
0,1,0,1,8100000,30900000,12,464,13600000,9800000,17900000,7500000
0,2,0,1,6600000,22800000,8,490,6100000,10000000,18000000,6400000
0,5,1,0,4100000,10200000,12,431,6200000,2200000,13700000,4300000
0,4,1,0,5100000,12200000,14,511,2700000,6000000,18300000,3400000
0,2,0,1,8400000,20800000,12,335,6700000,12300000,18500000,10100000
0,4,0,1,2700000,6800000,10,455,4700000,2600000,7400000,2700000
0,0,0,1,5100000,11600000,10,308,8700000,1300000,10700000,7000000
0,4,0,1,7500000,18000000,20,395,200000,12800000,23500000,9700000
0,2,0,0,2000000,4300000,16,497,5100000,200000,5700000,2800000
0,2,1,1,5300000,14900000,6,504,10600000,2100000,17000000,3200000
0,5,1,0,9000000,25900000,4,538,11100000,11100000,31300000,8100000
0,1,0,0,500000,1400000,6,464,1100000,0,1900000,500000
0,3,0,1,700000,2500000,8,321,1900000,1200000,1700000,400000
0,3,0,1,8300000,31400000,6,674,1000000,1600000,17200000,6100000
0,1,0,1,4400000,10600000,4,360,6600000,7700000,15100000,5000000
0,0,0,0,6300000,19600000,6,425,15900000,10400000,13300000,5900000
0,4,1,0,9900000,30000000,18,496,10400000,8000000,29300000,13800000
0,4,0,0,3600000,12400000,14,427,10400000,2400000,9100000,2600000
0,4,1,0,9900000,26100000,2,481,14500000,5000000,23600000,9300000
0,1,0,0,8100000,25400000,6,477,4500000,13200000,23200000,4400000
0,0,0,0,6000000,20600000,12,339,3400000,10700000,17200000,8200000
0,0,1,1,7000000,22100000,14,467,10000000,6400000,26100000,5800000
0,0,1,1,5400000,12900000,16,355,11200000,3100000,18200000,7400000
0,1,0,0,6400000,16400000,6,428,12400000,10900000,23900000,8900000
0,5,0,1,7000000,24000000,14,450,10300000,5700000,21100000,4700000
0,2,0,1,2100000,4600000,4,348,5400000,0,7400000,1400000
0,4,0,1,4400000,15000000,12,459,5700000,800000,11400000,2400000
0,2,0,1,3900000,8300000,18,523,800000,300000,9900000,2300000
0,0,1,0,6800000,21200000,14,300,0,8700000,16500000,10000000
0,1,0,1,3600000,13700000,10,548,9900000,2400000,8900000,4100000
0,2,1,0,5400000,17400000,10,335,5900000,1400000,18100000,4300000
0,4,0,0,6000000,14900000,2,321,6900000,7700000,18000000,6500000
0,4,0,1,3600000,12400000,18,494,5300000,100000,10200000,1900000
0,5,1,0,1100000,2800000,14,473,100000,500000,4200000,700000
